model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
Phoneme@0100@All;LogisticRegression;32.73;36.29;36.29;36.78;"              precision    recall  f1-score   support

          -1       0.35      0.63      0.45        95
           0       0.35      0.33      0.34        95
           1       0.35      0.09      0.15        95

    accuracy                           0.35       285
   macro avg       0.35      0.35      0.31       285
weighted avg       0.35      0.35      0.31       285
";"[[60 60 51]
 [22 31 35]
 [13  4  9]]";0 hour:1 min:20 sec
Phoneme@0101@All;SVM;;;;;;;
Phoneme@0101@All;RandomForest;;;;;;;
Phoneme@0101@All;LogisticRegression;;;;;;;
Phoneme@0110@All;SVM;;;;;;;
Phoneme@0110@All;RandomForest;;;;;;;
Phoneme@0110@All;LogisticRegression;;;;;;;
Phoneme@0111@All;SVM;;;;;;;
Phoneme@0111@All;RandomForest;;;;;;;
Phoneme@0111@All;LogisticRegression;;;;;;;
Phoneme@1000@All;SVM;32.4;40.03;40.03;35.65;"              precision    recall  f1-score   support

          -1       0.40      0.45      0.42        95
           0       0.00      0.00      0.00        95
           1       0.39      0.71      0.50        95

    accuracy                           0.39       285
   macro avg       0.26      0.39      0.31       285
weighted avg       0.26      0.39      0.31       285
";"[[43 38 27]
 [ 5  0  1]
 [47 57 67]]";0 hour:1 min:33 sec
Phoneme@1000@All;RandomForest;76.87;77.14;76.94;77.86;"              precision    recall  f1-score   support

          -1       0.45      0.71      0.55        95
           0       0.45      0.20      0.28        95
           1       0.44      0.43      0.43        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.42       285
weighted avg       0.45      0.45      0.42       285
";"[[67 42 40]
 [ 9 19 14]
 [19 34 41]]";0 hour:2 min:1 sec
Phoneme@1000@All;LogisticRegression;37.32;43.49;43.49;42.03;"              precision    recall  f1-score   support

          -1       0.40      0.59      0.48        95
           0       0.20      0.03      0.05        95
           1       0.41      0.56      0.47        95

    accuracy                           0.39       285
   macro avg       0.34      0.39      0.33       285
weighted avg       0.34      0.39      0.33       285
";"[[56 46 38]
 [ 8  3  4]
 [31 46 53]]";0 hour:1 min:14 sec
Phoneme@1001@All;SVM;;;;;;;
Phoneme@1001@All;RandomForest;;;;;;;
Phoneme@1001@All;LogisticRegression;;;;;;;
Phoneme@1010@All;SVM;;;;;;;
Phoneme@1010@All;RandomForest;;;;;;;
Phoneme@1010@All;LogisticRegression;;;;;;;
Phoneme@1011@All;SVM;;;;;;;
Phoneme@1011@All;RandomForest;;;;;;;
Phoneme@1011@All;LogisticRegression;;;;;;;
Phoneme@1100@All;SVM;;;;;;;
Phoneme@1100@All;RandomForest;;;;;;;
Phoneme@1100@All;LogisticRegression;;;;;;;
Phoneme@1101@All;SVM;;;;;;;
Phoneme@1101@All;RandomForest;;;;;;;
Phoneme@1101@All;LogisticRegression;;;;;;;
Phoneme@1110@All;SVM;;;;;;;
Phoneme@1110@All;RandomForest;;;;;;;
Phoneme@1110@All;LogisticRegression;;;;;;;
Phoneme@1111@All;SVM;39.48;42.71;42.71;45.41;"              precision    recall  f1-score   support

          -1       0.61      0.37      0.46        95
           0       0.52      0.26      0.35        95
           1       0.43      0.81      0.56        95

    accuracy                           0.48       285
   macro avg       0.52      0.48      0.46       285
weighted avg       0.52      0.48      0.46       285
";"[[35 13  9]
 [14 25  9]
 [46 57 77]]";0 hour:1 min:20 sec
Phoneme@1111@All;RandomForest;77.83;78.34;78.3;78.77;"              precision    recall  f1-score   support

          -1       0.45      0.75      0.56        95
           0       0.47      0.19      0.27        95
           1       0.44      0.41      0.43        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.42       285
weighted avg       0.45      0.45      0.42       285
";"[[71 46 42]
 [ 6 18 14]
 [18 31 39]]";0 hour:2 min:3 sec
Phoneme@1111@All;LogisticRegression;44.86;46.49;46.49;45.82;"              precision    recall  f1-score   support

          -1       0.49      0.58      0.53        95
           0       0.44      0.22      0.29        95
           1       0.43      0.57      0.49        95

    accuracy                           0.46       285
   macro avg       0.45      0.46      0.44       285
weighted avg       0.45      0.46      0.44       285
";"[[55 32 25]
 [11 21 16]
 [29 42 54]]";0 hour:1 min:21 sec
Freq@0001@All;SVM;52.47;52.78;52.78;52.76;"              precision    recall  f1-score   support

          -1       0.46      0.52      0.49        95
           0       0.40      0.37      0.38        95
           1       0.52      0.49      0.51        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[49 35 22]
 [27 35 26]
 [19 25 47]]";0 hour:3 min:22 sec
Freq@0001@All;RandomForest;77.14;77.03;77.0;77.29;"              precision    recall  f1-score   support

          -1       0.40      0.62      0.49        95
           0       0.47      0.22      0.30        95
           1       0.52      0.51      0.51        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.43       285
weighted avg       0.46      0.45      0.43       285
";"[[59 51 37]
 [14 21 10]
 [22 23 48]]";0 hour:1 min:55 sec
Freq@0001@All;LogisticRegression;54.53;54.75;54.75;54.66;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.40      0.35      0.37        95
           1       0.51      0.45      0.48        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.45       285
weighted avg       0.45      0.45      0.45       285
";"[[52 40 25]
 [23 33 27]
 [20 22 43]]";0 hour:2 min:12 sec
Freq@0010@All;SVM;53.41;53.56;53.56;53.71;"              precision    recall  f1-score   support

          -1       0.48      0.58      0.52        95
           0       0.38      0.35      0.36        95
           1       0.51      0.44      0.47        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.45       285
weighted avg       0.46      0.46      0.45       285
";"[[55 38 22]
 [24 33 31]
 [16 24 42]]";0 hour:3 min:4 sec
Freq@0010@All;RandomForest;76.1;76.08;76.53;76.56;"              precision    recall  f1-score   support

          -1       0.44      0.73      0.55        95
           0       0.58      0.22      0.32        95
           1       0.57      0.55      0.56        95

    accuracy                           0.50       285
   macro avg       0.53      0.50      0.47       285
weighted avg       0.53      0.50      0.47       285
";"[[69 52 36]
 [ 8 21  7]
 [18 22 52]]";0 hour:1 min:59 sec
Freq@0010@All;LogisticRegression;55.69;55.88;55.88;55.78;"              precision    recall  f1-score   support

          -1       0.44      0.57      0.50        95
           0       0.40      0.35      0.37        95
           1       0.51      0.42      0.46        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[54 41 28]
 [23 33 27]
 [18 21 40]]";0 hour:2 min:3 sec
Freq@0011@All;SVM;;;;;;;
Freq@0011@All;RandomForest;;;;;;;
Freq@0011@All;LogisticRegression;;;;;;;
Freq@0100@All;SVM;53.33;53.51;53.51;53.55;"              precision    recall  f1-score   support

          -1       0.46      0.59      0.51        95
           0       0.40      0.38      0.39        95
           1       0.50      0.38      0.43        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[56 39 28]
 [23 36 31]
 [16 20 36]]";0 hour:3 min:6 sec
Freq@0100@All;RandomForest;77.44;77.35;77.4;78.01;"              precision    recall  f1-score   support

          -1       0.39      0.71      0.50        95
           0       0.31      0.15      0.20        95
           1       0.59      0.41      0.48        95

    accuracy                           0.42       285
   macro avg       0.43      0.42      0.39       285
weighted avg       0.43      0.42      0.39       285
";"[[67 69 38]
 [13 14 18]
 [15 12 39]]";0 hour:1 min:55 sec
Freq@0100@All;LogisticRegression;55.13;55.38;55.38;55.24;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.40      0.36      0.38        95
           1       0.54      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[55 42 29]
 [25 34 26]
 [15 19 40]]";0 hour:2 min:3 sec
Freq@0101@All;SVM;;;;;;;
Freq@0101@All;RandomForest;;;;;;;
Freq@0101@All;LogisticRegression;;;;;;;
Freq@0110@All;SVM;;;;;;;
Freq@0110@All;RandomForest;;;;;;;
Freq@0110@All;LogisticRegression;;;;;;;
Freq@0111@All;SVM;;;;;;;
Freq@0111@All;RandomForest;;;;;;;
Freq@0111@All;LogisticRegression;;;;;;;
Freq@1000@All;SVM;54.83;54.97;54.97;55.18;"              precision    recall  f1-score   support

          -1       0.48      0.62      0.54        95
           0       0.49      0.43      0.46        95
           1       0.59      0.48      0.53        95

    accuracy                           0.51       285
   macro avg       0.52      0.51      0.51       285
weighted avg       0.52      0.51      0.51       285
";"[[59 39 25]
 [19 41 24]
 [17 15 46]]";0 hour:3 min:17 sec
Freq@1000@All;RandomForest;76.85;77.1;76.66;77.29;"              precision    recall  f1-score   support

          -1       0.45      0.68      0.55        95
           0       0.24      0.09      0.14        95
           1       0.55      0.60      0.57        95

    accuracy                           0.46       285
   macro avg       0.41      0.46      0.42       285
weighted avg       0.41      0.46      0.42       285
";"[[65 54 24]
 [15  9 14]
 [15 32 57]]";0 hour:1 min:55 sec
Freq@1000@All;LogisticRegression;56.16;56.34;56.34;56.26;"              precision    recall  f1-score   support

          -1       0.45      0.57      0.50        95
           0       0.41      0.38      0.39        95
           1       0.56      0.46      0.51        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.47       285
weighted avg       0.48      0.47      0.47       285
";"[[54 43 22]
 [23 36 29]
 [18 16 44]]";0 hour:2 min:3 sec
Freq@1001@All;SVM;;;;;;;
Freq@1001@All;RandomForest;;;;;;;
Freq@1001@All;LogisticRegression;;;;;;;
Freq@1010@All;SVM;;;;;;;
Freq@1010@All;RandomForest;;;;;;;
Freq@1010@All;LogisticRegression;;;;;;;
Freq@1011@All;SVM;;;;;;;
Freq@1011@All;RandomForest;;;;;;;
Freq@1011@All;LogisticRegression;;;;;;;
Freq@1100@All;SVM;;;;;;;
Freq@1100@All;RandomForest;;;;;;;
Freq@1100@All;LogisticRegression;;;;;;;
Freq@1101@All;SVM;;;;;;;
Freq@1101@All;RandomForest;;;;;;;
Freq@1101@All;LogisticRegression;;;;;;;
Freq@1110@All;SVM;;;;;;;
Freq@1110@All;RandomForest;;;;;;;
Freq@1110@All;LogisticRegression;;;;;;;
Freq@1111@All;SVM;53.86;54.01;54.01;54.15;"              precision    recall  f1-score   support

          -1       0.46      0.56      0.51        95
           0       0.40      0.37      0.38        95
           1       0.54      0.47      0.50        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.46       285
weighted avg       0.47      0.47      0.46       285
";"[[53 39 22]
 [24 35 28]
 [18 21 45]]";0 hour:3 min:15 sec
Freq@1111@All;RandomForest;78.48;78.79;78.75;79.26;"              precision    recall  f1-score   support

          -1       0.48      0.74      0.58        95
           0       0.41      0.14      0.20        95
           1       0.53      0.60      0.56        95

    accuracy                           0.49       285
   macro avg       0.47      0.49      0.45       285
weighted avg       0.47      0.49      0.45       285
";"[[70 49 26]
 [ 7 13 12]
 [18 33 57]]";0 hour:2 min:8 sec
Freq@1111@All;LogisticRegression;55.98;56.2;56.2;56.03;"              precision    recall  f1-score   support

          -1       0.45      0.57      0.50        95
           0       0.40      0.35      0.37        95
           1       0.54      0.46      0.50        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[54 43 23]
 [22 33 28]
 [19 19 44]]";0 hour:2 min:3 sec
