model_name;classifier;f1;accuracy;recall;precision;classification;confusion;time_processing
Phoneme@0100@One;LogisticRegression;37.46;39.29;39.29;40.52;"              precision    recall  f1-score   support

          -1       0.36      0.58      0.45        95
           0       0.37      0.35      0.36        95
           1       0.33      0.16      0.21        95

    accuracy                           0.36       285
   macro avg       0.36      0.36      0.34       285
weighted avg       0.36      0.36      0.34       285
";"[[55 44 52]
 [28 33 28]
 [12 18 15]]";0 hour:1 min:10 sec
Phoneme@0101@One;SVM;;;;;;;
Phoneme@0101@One;RandomForest;;;;;;;
Phoneme@0101@One;LogisticRegression;;;;;;;
Phoneme@0110@One;SVM;;;;;;;
Phoneme@0110@One;RandomForest;;;;;;;
Phoneme@0110@One;LogisticRegression;;;;;;;
Phoneme@0111@One;SVM;;;;;;;
Phoneme@0111@One;RandomForest;;;;;;;
Phoneme@0111@One;LogisticRegression;;;;;;;
Phoneme@1000@One;SVM;33.61;39.71;39.71;37.57;"              precision    recall  f1-score   support

          -1       0.39      0.37      0.38        95
           0       0.22      0.05      0.08        95
           1       0.43      0.79      0.56        95

    accuracy                           0.40       285
   macro avg       0.35      0.40      0.34       285
weighted avg       0.35      0.40      0.34       285
";"[[35 39 15]
 [13  5  5]
 [47 51 75]]";0 hour:1 min:15 sec
Phoneme@1000@One;RandomForest;77.59;77.75;77.62;78.07;"              precision    recall  f1-score   support

          -1       0.44      0.72      0.55        95
           0       0.44      0.19      0.26        95
           1       0.49      0.46      0.48        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.43       285
weighted avg       0.46      0.46      0.43       285
";"[[68 45 41]
 [13 18 10]
 [14 32 44]]";0 hour:1 min:59 sec
Phoneme@1000@One;LogisticRegression;41.2;43.85;43.85;42.05;"              precision    recall  f1-score   support

          -1       0.41      0.46      0.43        95
           0       0.25      0.14      0.18        95
           1       0.43      0.57      0.49        95

    accuracy                           0.39       285
   macro avg       0.36      0.39      0.37       285
weighted avg       0.36      0.39      0.37       285
";"[[44 40 24]
 [22 13 17]
 [29 42 54]]";0 hour:1 min:13 sec
Phoneme@1001@One;SVM;;;;;;;
Phoneme@1001@One;RandomForest;;;;;;;
Phoneme@1001@One;LogisticRegression;;;;;;;
Phoneme@1010@One;SVM;;;;;;;
Phoneme@1010@One;RandomForest;;;;;;;
Phoneme@1010@One;LogisticRegression;;;;;;;
Phoneme@1011@One;SVM;;;;;;;
Phoneme@1011@One;RandomForest;;;;;;;
Phoneme@1011@One;LogisticRegression;;;;;;;
Phoneme@1100@One;SVM;;;;;;;
Phoneme@1100@One;RandomForest;;;;;;;
Phoneme@1100@One;LogisticRegression;;;;;;;
Phoneme@1101@One;SVM;;;;;;;
Phoneme@1101@One;RandomForest;;;;;;;
Phoneme@1101@One;LogisticRegression;;;;;;;
Phoneme@1110@One;SVM;;;;;;;
Phoneme@1110@One;RandomForest;;;;;;;
Phoneme@1110@One;LogisticRegression;;;;;;;
Phoneme@1111@One;SVM;40.98;43.8;43.8;47.26;"              precision    recall  f1-score   support

          -1       0.59      0.37      0.45        95
           0       0.49      0.25      0.33        95
           1       0.42      0.79      0.55        95

    accuracy                           0.47       285
   macro avg       0.50      0.47      0.45       285
weighted avg       0.50      0.47      0.45       285
";"[[35 15  9]
 [14 24 11]
 [46 56 75]]";0 hour:1 min:16 sec
Phoneme@1111@One;RandomForest;78.84;78.73;78.82;79.38;"              precision    recall  f1-score   support

          -1       0.38      0.64      0.48        95
           0       0.37      0.17      0.23        95
           1       0.54      0.46      0.50        95

    accuracy                           0.42       285
   macro avg       0.43      0.42      0.40       285
weighted avg       0.43      0.42      0.40       285
";"[[61 57 42]
 [18 16  9]
 [16 22 44]]";0 hour:1 min:51 sec
Phoneme@1111@One;LogisticRegression;46.87;47.95;47.95;47.7;"              precision    recall  f1-score   support

          -1       0.49      0.56      0.52        95
           0       0.41      0.25      0.31        95
           1       0.44      0.55      0.49        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[53 31 24]
 [15 24 19]
 [27 40 52]]";0 hour:1 min:19 sec
Freq@0001@One;SVM;52.47;52.78;52.78;52.76;"              precision    recall  f1-score   support

          -1       0.46      0.52      0.49        95
           0       0.40      0.37      0.38        95
           1       0.52      0.49      0.51        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[49 35 22]
 [27 35 26]
 [19 25 47]]";0 hour:2 min:56 sec
Freq@0001@One;RandomForest;76.87;76.59;76.96;77.39;"              precision    recall  f1-score   support

          -1       0.43      0.66      0.52        95
           0       0.53      0.26      0.35        95
           1       0.57      0.55      0.56        95

    accuracy                           0.49       285
   macro avg       0.51      0.49      0.48       285
weighted avg       0.51      0.49      0.48       285
";"[[63 51 32]
 [11 25 11]
 [21 19 52]]";0 hour:1 min:50 sec
Freq@0001@One;LogisticRegression;54.53;54.75;54.75;54.66;"              precision    recall  f1-score   support

          -1       0.44      0.55      0.49        95
           0       0.40      0.35      0.37        95
           1       0.51      0.45      0.48        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.45       285
weighted avg       0.45      0.45      0.45       285
";"[[52 40 25]
 [23 33 27]
 [20 22 43]]";0 hour:2 min:5 sec
Freq@0010@One;SVM;53.41;53.56;53.56;53.71;"              precision    recall  f1-score   support

          -1       0.48      0.58      0.52        95
           0       0.38      0.35      0.36        95
           1       0.51      0.44      0.47        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.45       285
weighted avg       0.46      0.46      0.45       285
";"[[55 38 22]
 [24 33 31]
 [16 24 42]]";0 hour:2 min:55 sec
Freq@0010@One;RandomForest;75.96;76.2;76.58;76.66;"              precision    recall  f1-score   support

          -1       0.41      0.76      0.54        95
           0       0.43      0.13      0.20        95
           1       0.58      0.51      0.54        95

    accuracy                           0.46       285
   macro avg       0.47      0.46      0.42       285
weighted avg       0.47      0.46      0.42       285
";"[[72 64 38]
 [ 7 12  9]
 [16 19 48]]";0 hour:1 min:55 sec
Freq@0010@One;LogisticRegression;55.69;55.88;55.88;55.78;"              precision    recall  f1-score   support

          -1       0.44      0.57      0.50        95
           0       0.40      0.35      0.37        95
           1       0.51      0.42      0.46        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[54 41 28]
 [23 33 27]
 [18 21 40]]";0 hour:1 min:55 sec
Freq@0011@One;SVM;;;;;;;
Freq@0011@One;RandomForest;;;;;;;
Freq@0011@One;LogisticRegression;;;;;;;
Freq@0100@One;SVM;53.33;53.51;53.51;53.55;"              precision    recall  f1-score   support

          -1       0.46      0.59      0.51        95
           0       0.40      0.38      0.39        95
           1       0.50      0.38      0.43        95

    accuracy                           0.45       285
   macro avg       0.45      0.45      0.44       285
weighted avg       0.45      0.45      0.44       285
";"[[56 39 28]
 [23 36 31]
 [16 20 36]]";0 hour:3 min:3 sec
Freq@0100@One;RandomForest;77.26;77.88;77.28;78.03;"              precision    recall  f1-score   support

          -1       0.40      0.73      0.52        95
           0       0.49      0.24      0.32        95
           1       0.55      0.38      0.45        95

    accuracy                           0.45       285
   macro avg       0.48      0.45      0.43       285
weighted avg       0.48      0.45      0.43       285
";"[[69 58 45]
 [10 23 14]
 [16 14 36]]";0 hour:1 min:53 sec
Freq@0100@One;LogisticRegression;55.13;55.38;55.38;55.24;"              precision    recall  f1-score   support

          -1       0.44      0.58      0.50        95
           0       0.40      0.36      0.38        95
           1       0.54      0.42      0.47        95

    accuracy                           0.45       285
   macro avg       0.46      0.45      0.45       285
weighted avg       0.46      0.45      0.45       285
";"[[55 42 29]
 [25 34 26]
 [15 19 40]]";0 hour:1 min:45 sec
Freq@0101@One;SVM;;;;;;;
Freq@0101@One;RandomForest;;;;;;;
Freq@0101@One;LogisticRegression;;;;;;;
Freq@0110@One;SVM;;;;;;;
Freq@0110@One;RandomForest;;;;;;;
Freq@0110@One;LogisticRegression;;;;;;;
Freq@0111@One;SVM;;;;;;;
Freq@0111@One;RandomForest;;;;;;;
Freq@0111@One;LogisticRegression;;;;;;;
Freq@1000@One;SVM;54.83;54.97;54.97;55.18;"              precision    recall  f1-score   support

          -1       0.48      0.62      0.54        95
           0       0.49      0.43      0.46        95
           1       0.59      0.48      0.53        95

    accuracy                           0.51       285
   macro avg       0.52      0.51      0.51       285
weighted avg       0.52      0.51      0.51       285
";"[[59 39 25]
 [19 41 24]
 [17 15 46]]";0 hour:2 min:51 sec
Freq@1000@One;RandomForest;76.63;76.58;77.13;77.22;"              precision    recall  f1-score   support

          -1       0.48      0.68      0.56        95
           0       0.39      0.17      0.24        95
           1       0.55      0.62      0.58        95

    accuracy                           0.49       285
   macro avg       0.47      0.49      0.46       285
weighted avg       0.47      0.49      0.46       285
";"[[65 48 23]
 [12 16 13]
 [18 31 59]]";0 hour:1 min:57 sec
Freq@1000@One;LogisticRegression;56.16;56.34;56.34;56.26;"              precision    recall  f1-score   support

          -1       0.45      0.57      0.50        95
           0       0.41      0.38      0.39        95
           1       0.56      0.46      0.51        95

    accuracy                           0.47       285
   macro avg       0.48      0.47      0.47       285
weighted avg       0.48      0.47      0.47       285
";"[[54 43 22]
 [23 36 29]
 [18 16 44]]";0 hour:1 min:45 sec
Freq@1001@One;SVM;;;;;;;
Freq@1001@One;RandomForest;;;;;;;
Freq@1001@One;LogisticRegression;;;;;;;
Freq@1010@One;SVM;;;;;;;
Freq@1010@One;RandomForest;;;;;;;
Freq@1010@One;LogisticRegression;;;;;;;
Freq@1011@One;SVM;;;;;;;
Freq@1011@One;RandomForest;;;;;;;
Freq@1011@One;LogisticRegression;;;;;;;
Freq@1100@One;SVM;;;;;;;
Freq@1100@One;RandomForest;;;;;;;
Freq@1100@One;LogisticRegression;;;;;;;
Freq@1101@One;SVM;;;;;;;
Freq@1101@One;RandomForest;;;;;;;
Freq@1101@One;LogisticRegression;;;;;;;
Freq@1110@One;SVM;;;;;;;
Freq@1110@One;RandomForest;;;;;;;
Freq@1110@One;LogisticRegression;;;;;;;
Freq@1111@One;SVM;53.86;54.01;54.01;54.15;"              precision    recall  f1-score   support

          -1       0.46      0.56      0.51        95
           0       0.40      0.37      0.38        95
           1       0.54      0.47      0.50        95

    accuracy                           0.47       285
   macro avg       0.47      0.47      0.46       285
weighted avg       0.47      0.47      0.46       285
";"[[53 39 22]
 [24 35 28]
 [18 21 45]]";0 hour:2 min:53 sec
Freq@1111@One;RandomForest;78.63;78.79;78.92;79.31;"              precision    recall  f1-score   support

          -1       0.48      0.75      0.59        95
           0       0.54      0.23      0.32        95
           1       0.55      0.56      0.55        95

    accuracy                           0.51       285
   macro avg       0.52      0.51      0.49       285
weighted avg       0.52      0.51      0.49       285
";"[[71 46 30]
 [ 7 22 12]
 [17 27 53]]";0 hour:1 min:55 sec
Freq@1111@One;LogisticRegression;55.98;56.2;56.2;56.03;"              precision    recall  f1-score   support

          -1       0.45      0.57      0.50        95
           0       0.40      0.35      0.37        95
           1       0.54      0.46      0.50        95

    accuracy                           0.46       285
   macro avg       0.46      0.46      0.46       285
weighted avg       0.46      0.46      0.46       285
";"[[54 43 23]
 [22 33 28]
 [19 19 44]]";0 hour:1 min:59 sec
